,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
98,0.02564102564102564,0.25,0.5,0.16793211255024565,0.00477406461640946,0.21621621621621623,0.0,0.017316017316017316,0.0,0.0,0.0,0.0,0.0,0.9538002980625931,0.3333333333333333,0.20909090909090908,0.1280783882159548,0.12215909090909091
99,0.02564102564102564,0.25,0.5,0.1688253684680661,0.0032197179971133563,0.21621621621621623,0.0,0.017316017316017316,0.0,0.0,0.0,0.0,0.0,0.9687034277198212,0.3333333333333333,0.20909090909090908,0.1751227463658849,0.7244318181818182
100,0.02564102564102564,0.25,0.5,0.1688253684680661,0.0032197179971133563,0.21621621621621623,0.0,0.017316017316017316,0.0,0.0,0.0,0.0,0.0,0.9687034277198212,0.3333333333333333,0.20909090909090908,0.40640364847470367,0.7159090909090909
101,0.02564102564102564,0.25,0.5,0.17284502009825814,0.0007771733096480515,0.21621621621621623,0.0,0.017316017316017316,0.0,0.0,0.0,0.0,0.0,0.9637357178340785,0.3333333333333333,0.20909090909090908,0.3059109881334917,0.42045454545454547
102,0.02564102564102564,0.25,0.5,0.17284502009825814,0.0007771733096480515,0.21621621621621623,0.0,0.017316017316017316,0.0,0.0,0.0,0.0,0.0,0.9637357178340785,0.3333333333333333,0.20909090909090908,0.4310342024799027,0.5823863636363636
107,0.02564102564102564,0.3125,0.5,0.17061188030370703,0.11180193183079827,0.7207207207207207,0.7528430629264594,0.017316017316017316,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.3333333333333333,0.7181818181818181,0.523398779999399,0.4943181818181818
108,0.02564102564102564,0.3125,0.5,0.17061188030370703,0.11402242700122127,0.7207207207207207,0.7536012130401819,0.017316017316017316,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.3333333333333333,0.7181818181818181,0.40640364847470367,0.2897727272727273
109,0.02564102564102564,0.3125,0.5,0.17061188030370703,0.11446652603530587,0.7207207207207207,0.769901440485216,0.017316017316017316,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.3333333333333333,0.7181818181818181,4.433499720935823e-06,0.32954545454545453
110,0.02564102564102564,0.3125,0.5,0.17105850826261723,0.12323748195847674,0.7207207207207207,0.7691432903714935,0.017316017316017316,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.3333333333333333,0.7181818181818181,0.5665022495084973,0.24431818181818182
113,0.02564102564102564,0.3125,0.5,0.17284502009825814,0.11324525369157322,0.7207207207207207,0.48483699772554967,0.017316017316017316,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.3333333333333333,0.7181818181818181,0.35714254046430566,0.08806818181818182
114,0.02564102564102564,0.3125,0.5,0.17284502009825814,0.11468857555234817,0.7207207207207207,0.6307808946171342,0.017316017316017316,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.3333333333333333,0.7181818181818181,0.3916253160715843,0.7215909090909091
117,0.02564102564102564,0.3125,0.5,0.1768646717284502,0.12323748195847674,0.7207207207207207,0.7945413191811979,0.017316017316017316,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.3333333333333333,0.7181818181818181,0.48275836589082066,0.6306818181818182
119,0.02564102564102564,0.34375,0.5,0.16257257704332292,0.11335627845009437,0.7387387387387387,0.6626231993934799,0.017316017316017316,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.3333333333333333,0.7363636363636363,0.3842361498700246,0.17329545454545456
120,0.02564102564102564,0.34375,0.5,0.16659222867351497,0.13445098256911292,0.7387387387387387,0.5545868081880212,0.0021645021645021645,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.3333333333333333,0.7363636363636363,0.25123115824194986,0.8522727272727273
121,0.02564102564102564,0.34375,0.5,0.16659222867351497,0.13500610636171867,0.7387387387387387,0.6292645943896892,0.0021645021645021645,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.9960258320914058,0.3333333333333333,0.7363636363636363,0.4802953104903007,0.7471590909090909
122,0.02564102564102564,0.34375,0.5,0.16659222867351497,0.13511713112023982,0.7387387387387387,0.6296436694465504,0.0021645021645021645,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.9960258320914058,0.3333333333333333,0.7363636363636363,0.2758617122471489,0.84375
123,0.02564102564102564,0.34375,0.5,0.16659222867351497,0.13545020539580327,0.7387387387387387,0.8737680060652009,0.0021645021645021645,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.3333333333333333,0.7363636363636363,0.4285711470793828,0.9346590909090909
126,0.02564102564102564,0.34375,0.5,0.1701652523447968,0.11502164982791162,0.7387387387387387,0.7119029567854435,0.017316017316017316,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.9577744659711873,0.3333333333333333,0.7363636363636363,0.4187189254773032,0.13920454545454544
127,0.02564102564102564,0.34375,0.5,0.1701652523447968,0.11513267458643277,0.7387387387387387,0.7126611068991661,0.017316017316017316,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.9577744659711873,0.3333333333333333,0.7363636363636363,0.36945781746690515,0.13920454545454544
128,0.02564102564102564,0.34375,0.5,0.17239839213934793,0.11113578327967137,0.7387387387387387,0.8051554207733131,0.017316017316017316,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.9438648782911078,0.3333333333333333,0.7363636363636363,0.24630504744091006,0.9261363636363636
129,0.02564102564102564,0.34375,0.5,0.17239839213934793,0.12345953147551904,0.7387387387387387,0.5549658832448825,0.0021645021645021645,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.3333333333333333,0.7363636363636363,0.5418716955032983,0.84375
130,0.02564102564102564,0.34375,0.5,0.17239839213934793,0.12357055623404019,0.7387387387387387,0.6269901440485216,0.0021645021645021645,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.3333333333333333,0.7363636363636363,0.5418716955032983,0.6875
132,0.02564102564102564,0.34375,0.5,0.17239839213934793,0.12390363050960364,0.7387387387387387,0.6296436694465504,0.0021645021645021645,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.3333333333333333,0.7363636363636363,0.8275861219636069,0.14772727272727273
133,0.02564102564102564,0.34375,0.5,0.17597141581062975,0.14444321083601644,0.7387387387387387,0.4791508718726308,0.017316017316017316,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.3333333333333333,0.7363636363636363,0.7142855735396914,0.9375
134,0.02564102564102564,0.34375,0.5,0.17597141581062975,0.14466526035305874,0.7387387387387387,0.48142532221379836,0.017316017316017316,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.3333333333333333,0.7363636363636363,0.4285711470793828,0.10511363636363637
135,0.02564102564102564,0.34375,0.5,0.17597141581062975,0.14533140890418564,0.7387387387387387,0.55420773313116,0.017316017316017316,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.3333333333333333,0.7363636363636363,0.4802953104903007,0.375
136,0.02564102564102564,0.34375,0.5,0.17597141581062975,0.146330631730876,0.7387387387387387,0.6307808946171342,0.017316017316017316,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.3333333333333333,0.7363636363636363,0.4187189254773032,0.017045454545454544
137,0.02564102564102564,0.34375,0.5,0.17597141581062975,0.14710780504052404,0.7387387387387387,0.8726307808946171,0.017316017316017316,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.3333333333333333,0.7363636363636363,0.8423644543667262,0.7159090909090909
143,0.02564102564102564,0.40625,0.875,0.16257257704332292,0.12257133340734984,0.7117117117117117,0.3855193328278999,0.017316017316017316,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.3333333333333333,0.7090909090909091,0.33990115266066634,0.3096590909090909
144,0.02564102564102564,0.40625,0.875,0.16257257704332292,0.12301543244143444,0.7117117117117117,0.5526914329037149,0.017316017316017316,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.3333333333333333,0.7090909090909091,0.3251228202575469,0.5823863636363636
145,0.02564102564102564,0.40625,0.875,0.16346583296114336,0.11113578327967137,0.7117117117117117,0.24639878695981804,0.017316017316017316,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.0,0.3333333333333333,0.7090909090909091,0.8088669009196556,0.6505681818181818
146,0.02564102564102564,0.40625,0.875,0.17105850826261723,0.1558787609636949,0.7117117117117117,0.564442759666414,0.017316017316017316,0.011111111111111112,0.0,0.010416666666666666,0.0,0.0,0.9965226030799801,0.3333333333333333,0.7090909090909091,0.3325119864591066,0.48579545454545453
148,0.02564102564102564,0.46875,0.5,0.1688253684680661,0.11124680803819252,0.7747747747747747,0.0,0.017316017316017316,0.0,0.0,0.0,0.0,0.0,0.944361649279682,0.3333333333333333,0.7727272727272727,0.448275590283542,0.13352272727272727
149,0.02564102564102564,0.46875,0.5,0.1688253684680661,0.11124680803819252,0.7747747747747747,0.0,0.017316017316017316,0.0,0.0,0.0,0.0,0.0,0.944361649279682,0.3333333333333333,0.7727272727272727,0.11034094105465077,0.3977272727272727
150,0.02564102564102564,0.46875,0.5,0.1688253684680661,0.11124680803819252,0.7747747747747747,0.0,0.017316017316017316,0.0,0.0,0.0,0.0,0.0,0.944361649279682,0.3333333333333333,0.7727272727272727,0.29507354437120414,0.5795454545454546
151,0.02564102564102564,0.46875,0.5,0.1688253684680661,0.11124680803819252,0.7747747747747747,0.0,0.017316017316017316,0.0,0.0,0.0,0.0,0.0,0.944361649279682,0.3333333333333333,0.7727272727272727,0.4458125348830221,0.6477272727272727
152,0.02564102564102564,0.46875,0.5,0.1688253684680661,0.11124680803819252,0.7747747747747747,0.0,0.017316017316017316,0.0,0.0,0.0,0.0,0.0,0.944361649279682,0.3333333333333333,0.7727272727272727,0.6896550195344924,0.6136363636363636
153,0.02564102564102564,0.53125,1.0,0.1639124609200536,0.0034417675141556565,0.46846846846846846,0.0,0.017316017316017316,0.0,0.016666666666666666,0.010416666666666666,0.44740177439797213,0.22252747252747251,0.9488325881768505,1.0,0.4636363636363636,0.8866994515760845,0.9204545454545454
156,0.02564102564102564,0.71875,1.0,0.16346583296114336,0.00532918840901521,0.34234234234234234,0.0,0.017316017316017316,0.0,0.0,0.0,0.43979721166032953,0.0,0.0,1.0,0.33636363636363636,0.9642733814154588,0.9517045454545454
159,0.02564102564102564,0.78125,0.5,0.17597141581062975,0.00477406461640946,0.1891891891891892,0.0,0.017316017316017316,0.34444444444444444,0.0,0.3229166666666667,0.5766793409378961,0.0347985347985348,1.0,1.0,0.9181818181818182,4.926110801039803e-07,0.3210227272727273
167,0.05128205128205128,0.0,1.0,0.3068334077713265,0.11124680803819252,0.8018018018018018,0.878316906747536,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.9965226030799801,1.0,0.8,0.013968972398508571,0.2585227272727273
174,0.05128205128205128,0.0,1.0,0.3148727110317106,0.1280115465748862,0.8018018018018018,0.8271417740712661,0.021645021645021644,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,1.0,0.8,0.03694533839671842,0.4772727272727273
176,0.05128205128205128,0.0,1.0,0.31710585082626175,0.11768624403241923,0.8198198198198198,0.21645185746777862,0.021645021645021644,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,1.0,0.8181818181818182,0.3817730944695047,0.6164772727272727
179,0.05128205128205128,0.0,1.0,0.3523894595801697,0.12212723437326524,0.8198198198198198,0.2403335860500379,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,1.0,0.8181818181818182,0.8620688975708855,0.4630681818181818
181,0.05128205128205128,0.0,1.0,0.3523894595801697,0.12223825913178639,0.7927927927927928,0.38817285822592873,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,1.0,0.7909090909090909,0.8128077895604875,0.4630681818181818
222,0.05128205128205128,0.15625,0.75,0.32693166592228673,0.001554346619296103,0.0990990990990991,0.0,0.021645021645021644,0.9444444444444444,0.0,0.9375,0.08491761723700887,0.23901098901098902,0.9538002980625931,0.3333333333333333,0.09090909090909091,0.7881772355552884,0.6335227272727273
